Mã học phần 	Tên học phần	Tín chỉ
NS272E	Quy định trong sản xuất và kinh doanh phân bón	2
NS274	Seminar chuyên ngành	2
NS275E	Sinh hoạt học thuật ngành nghề	2
NS276	Sinh học động vật	2
NS276H	Sinh học động vật	2
NS277E	Sinh học phân tử	2
NS278	TT. Sinh học phân tử đại cương	1
NS279E	Thiết bị và dụng cụ Thú y	2
NS279H	Thiết bị và Dụng cụ Thú y	2
NS280E	Thú y chuyên ngành 1	4
NS280H	Thú y Chuyên ngành 1	4
NS281E	Thú y chuyên ngành 2	5
NS281H	Thú y Chuyên ngành 2	5
NS283	Thực tập giáo trình - chăn nuôi	2
NS284H	Thực tập ngoài trường 1	3
NS285E	Thực tập ngoài trường 2	5
NS285H	Thực tập ngoài trường 2	5
NS286E	Thực tập ngoài trường 3	5
NS286H	Thực tập ngoài trường 3	5
NS287	Thực tập nhận thức ngành nghề - ngoài trường	2
NS291	Truyền khối	2
NS292	Truyền nhiệt	2
NS293	Bệnh hại cây trồng 1	3
NS295	Vi sinh thú y	3
NS295H	Vi sinh Thú y	3
NS296E	Vi sinh trong Chăn nuôi - Thú y	2
NS297E	Xây dựng và đánh giá dự án nông nghiệp	2
NS298	Xử lý ra hoa cây cảnh	2
NS299	Suy thoái đất và biện pháp cải thiện	3
NS299T	Suy thoái đất và biện pháp cải thiện	3
NS300	Sinh học phân tử đại cương	2
NS300H	Phụ gia trong chế biến thực phẩm	2
NS301	Côn trùng hại cây trồng 1	3
NS301HT	Bao bì thực phẩm	2
NS302H	Phân tích cảm quan và thị hiếu người tiêu dùng	2
NS303H	Nguyên lý bảo quản và chế biến thực phẩm	2
NS304HT	Các quá trình nhiệt độ cao trong chế biến thực phẩm	2
NS305HT	Các quá trình nhiệt độ thấp trong chế biến thực phẩm	2
NS306H	Kỹ thuật lên men thực phẩm	2
NS307	Tuyến trùng nông nghiệp	2
NS307H	Dinh dưỡng người	2
NS308	Phương pháp giám định côn trùng hại cây trồng	2
NS308HE	Sinh hoạt học thuật 2	1
NS309	Phương pháp giám định bệnh hại cây trồng	2
NS309H	Công nghệ chế biến thịt và thủy sản	3
NS310	Virút hại thực vật	2
NS310H	Công nghệ chế biến các sản phẩm từ sữa và thức uống	3
NS311E	Anh văn chuyên môn - BVTV	2
NS311H	Công nghệ chế biến và bảo quản ngũ cốc	3
NS312H	Công nghệ chế biến và bảo quản rau quả	3
NS313E	Kỹ năng giao tiếp trong nông nghiệp	2
NS313HET	Thực phẩm chức năng	2
NS314	Côn trùng hại cây trồng 2	3
NS314HT	Phát triển sản phẩm mới	2
NS315	Bệnh hại cây trồng 2	4
NS315H	Quản trị chuỗi chất lượng cung ứng thực phẩm	2
NS316	Cỏ dại 2	3
NS316HET	Sản xuất sạch hơn	2
NS317H	Thực tập công nghệ chế biến thực phẩm (nhà máy)	3
NS318	Hóa học thực phẩm	3
NS318H	Quản lý chất lượng và Luật thực phẩm	2
NS319	Vi sinh thực phẩm	2
NS320	Mô học động vật	3
NS320H	Mô học động vật	3
NS326	Kỹ thuật lên men thực phẩm	2
NS326T	Kỹ thuật lên men thực phẩm	2
NS328	Quản lý chất lượng và luật thực phẩm	2
NS329	Ngoại khoa gia súc	3
NS333E	Công nghệ chế biến dầu - mỡ thực phẩm	2
NS335E	Thực phẩm chức năng	2
NS335ET	Thực phẩm chức năng	2
NS336T	Phát triển sản phẩm mới	2
NS339	Quản lý và tận dụng phụ phẩm trong sản xuất thực phẩm	2
NS339E	Quản lý và tận dụng phụ phẩm trong sản xuất thực phẩm	2
NS340E	Môi trường - An ninh lương thực và an toàn thực phẩm	2
NS341E	Truy xuất nguồn gốc	2
NS343	Anh văn chuyên môn - CNTY	2
NS346E	Kỹ thuật chăn nuôi	4
NS347E	Công nghệ sinh học CNTY	3
NS348E	Bệnh vật nuôi nhiệt đới	3
NS349	Nội khoa gia súc	3
NS350	Thực hành trang trại	5
NS351	Thực hành Bệnh xá	5
NS353	Chẩn đoán cận lâm sàng	2
NS353E	Chẩn đoán cận lâm sàng	2
NS353H	Chẩn đoán cận lâm sàng	2
NS361	Bệnh truyền nhiễm	3
NS362	Bệnh ký sinh gia súc	3
NS369	Kỹ thuật trồng hoa lan	2
NS374E	Ứng dụng các hoạt chất thiên nhiên	2
NS375	TT. Ứng dụng các hoạt chất thiên nhiên	1
NS376T	Kỹ thuật sinh học	2
NS379	Thực tập giáo trình SHƯD	2
NS380	Phân tích sinh hóa hiện đại	2
NS381	Vi sinh vật trong nông nghiệp	2
NS382	Tế bào học ứng dụng	2
NS383	Công nghệ sinh học thực vật	2
NS384	Công nghệ sau thu hoạch rau hoa quả	2
NS387	Công nghệ sau thu hoạch thủy hải sản	2
NS388	Công nghệ sau thu hoạch súc sản	2
NS389	Quản lý sản xuất trong công nghiệp thực phẩm	2
NS389E	Quản lý sản xuất trong công nghiệp thực phẩm	2
NS390	Thực tập kỹ thuật sau thu hoạch (Nhà máy)	3
NS391	Thực tập kỹ thuật sau thu hoạch (PTN)	3
NS392E	Kỹ thuật chế biến món ăn	2
NS393T	Chuyên đề Công nghệ chế biến và bảo quản ngũ cốc	2
NS399	Ứng dụng vi sinh trong xử lý ô nhiễm hữu cơ	2
NS400	Thực tập cơ sở - SHƯD	3
NS401	Hệ thống canh tác nông nghiệp hiện đại	2
NS402	Ứng dụng cơ giới hóa trong nông nghiệp	2
NS403	Ứng dụng công nghệ cao trong quản lý đất và bón phân	2
NS404	Cảm biến và điều khiển ứng dụng trong nông nghiệp	2
NS405E	Ứng dụng công nghệ cao trong quản lý nước cho cây trồng	2
NS406	Thu thập, điều khiển giám sát và ứng dụng dữ liệu lớn trong nông nghiệp	2
NS407ET	Ánh sáng nhân tạo ứng dụng trong nông nghiệp	2
NS408	Ứng dụng công nghệ blockchain trong truy xuất nguồn gốc sản phẩm	2
NS409	Quản lý và kiểm soát chất lượng sản phẩm	2
NS410	Chọn tạo giống cây trồng bằng kỹ thuật sinh học phân tử	2
NS411	Ứng dụng công nghệ sinh học trong nông nghiệp	2
NS412	Quản trị sản xuất nông nghiệp	2
NS416	Trồng cây không sử dụng đất	2
NS417E	Quản lý dịch hại	3
NS418E	Xây dựng và đánh giá dự án nông nghiệp	2
NS419	Thực hành cơ sở	3
NS422	Quản lý sản xuất nông nghiệp	3
NS423E	Công nghệ thông tin trong nông nghiệp	2
NS425	Tiểu luận tốt nghiệp - BVTV	6
NS426	Tiểu luận tốt nghiêp - CN	6
NS427	Tiểu luận tốt nghiệp - CNTP	6
NS427H	Tiểu luận tốt nghiệp - CNTP	6
NS428	Tiểu luận tốt nghiệp - CNSTH	6
NS429	Tiểu luận tốt nghiệp - KHCT	6
NS430E	Tiểu luận tốt nghiệp - NNCNC	6
NS431E	Tiểu luận tốt nghiệp - SHUD	6
NS432	Tiểu luận tốt nghiệp - KHD	6
NS433E	Tiểu luận tốt nghiệp - RHQ	6
NS434	Tiểu luận tốt nghiệp - NH	6
NS439	Thực tập cơ sở - GCT	3
NS440	Thực tập kỹ thuật cơ sở công nghệ thực phẩm	3
NS441	Thực tập cơ sở CNSTH (nhà máy)	3
NS448	Thực tập thực tế - KHD	3
NS449E	Anh văn chuyên ngành khoa học đất	3
NS450	Thực tập rèn nghề - KHD	4
NS452	Bệnh truyền nhiễm gia súc	2
NS452H	Bệnh truyền nhiễm gia súc	2
NS453	Bệnh truyền nhiễm gia cầm	2
NS453H	Bệnh truyền nhiễm gia cầm	2
NS454E	Hệ thống chăn nuôi và sinh thái vật nuôi	2
NS454H	Bệnh thú cưng	3
NS455	TT. Hệ thống chăn nuôi và sinh thái vật nuôi	1
NS455H	Dược lâm sàng	2
NS456	Sinh thái học cây trồng	2
NS456H	Một sức khỏe	2
NS457	Sản xuất và quản lý cây rau	3
NS457H	Chăn nuôi thú cưng	2
NS458	Thực hành Sản xuất và quản lý cây rau	2
NS458H	Quản trị Nghề Thú y	2
NS459	Sản xuất và quản lý cây ăn trái	3
NS459H	Phúc lợi và Tập tính học động vật	2
NS460	Thực hành Sản xuất và quản lý cây ăn trái	2
NS460H	Bệnh học Thủy sản	2
NS461	Nấm ăn và nấm dược liệu	2
NS462	Thực tập thực tế - NNCNC	3
NS463	Cỏ dại	3
NS464	Thực tập cơ sở - BVTV 2	2
NS465	Công nghệ sản xuất phân bón vô cơ - lý thuyết	3
NS466	Đồ án Công nghệ sản xuất phân bón vô cơ	2
NS467	Đánh giá thích nghi đất cho cây trồng	2
NS468	Chăn nuôi gia súc	3
NS469	TT. Chăn nuôi gia súc	1
NS470	Sinh lý động vật	3
NS471	Giải phẩu bệnh lý	2
NS472	Nội khoa động vật	3
NS473	Sản khoa động vật	3
NS474	Ngoại khoa động vật	3
NS476	Bệnh ký sinh động vật	3
NS477	Bệnh thú cưng	3
NS478T	Bệnh dinh dưỡng động vật	2
NS479	Thực hành Thú y cơ sở	3
NS480E	Thực tập ngoài trường 1	3
NS506HE	Quản lý và tận dụng phụ phẩm trong sản xuất thực phẩm	2
NS512	Luận văn tốt nghiệp - BVTV	15
NS513	Luận văn tốt nghiệp - CN	15
NS514	Luận văn tốt nghiệp - CNTP	15
NS514H	Luận văn tốt nghiệp - CNTP	15
NS515	Luận văn tốt nghiệp - CNSTH	15
NS516	Luận văn tốt nghiệp - KHCT	15
NS517	Luận văn tốt nghiệp - NNCNC	15
NS518	Luận văn tốt nghiệp - SHUD	15
NS519	Luận văn tốt nghiệp - KHD	15
NS520	Luận văn tốt nghiệp - RHQ	15
NS521	Luận văn tốt nghiệp - NH	15
SE101	Kỹ năng giao tiếp và ứng xử sư phạm của giáo viên mầm non	2
SE102	Thực tế ngoài trường giáo dục mầm non	2
SE103	Phương pháp đọc kể diễn cảm	2
SE104E	Công nghệ giáo dục	2
SE105	Phương pháp nghiên cứu khoa học giáo dục tiểu học	2
SE106	Cơ sở khoa học tự nhiên	2
SE107E	Cơ sở khoa học xã hội	2
SE108	Toán sơ cấp ở tiểu học	2
SE109	Ngữ pháp và phong cách tiếng Việt	3
SE110	Thực tế ngoài trường giáo dục tiểu học	2
SE111	Tập giảng Tiếng Việt	2
SE112	Lý luận dạy học Tiếng Việt tiểu học	2
SE113	Phương pháp dạy học Tiếng Việt tiểu học	3
SE114	Lí luận và phương pháp dạy học công nghệ ở tiểu học	2
SE115	Lý luận dạy học toán tiểu học	2
SE116	Phương pháp dạy học toán tiểu học	3
SE117	Âm nhạc và phương pháp dạy học âm nhạc giáo dục tiểu học	2
SE118	Tổ chức hoạt động Giáo dục STEM/STEAM trong trường tiểu học	2
SE119	Trí tuệ nhân tạo trong giáo dục Toán học	2
SE120	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học Toán	2
SE121	Giáo dục STEM	2
SE122	Các chủ đề dạy học Đại số và Giải tích	3
SE123	Các chủ đề dạy học Hình học và đo lường	3
SE124	Các chủ đề dạy học Thống kê và Xác suất	3
SE125	Lập trình trong Toán học	3
SE126	Toán rời rạc trong dạy học Tin học	4
SE127E	Đạo đức, pháp luật, văn hóa trong môi trường số	2
SE128	Phân tích và thiết kế thuật toán trong dạy học Tin học	3
SE129E	Lập trình trực quan	2
SE130	Lập trình Python trong giáo dục phổ thông	3
SE131E	AI và Công nghệ đa phương tiện trong giáo dục	2
SE132	STEM Robotics trong trường phổ thông	3
SE133	Công nghệ Web và Ứng dụng	3
SE134	Nghệ thuật số và Thiết kế web	3
SE135	Dạy học chuyên đề theo định hướng Khoa học máy tính	3
SE136	Dạy học chuyên đề theo định hướng Tin học ứng dụng	3
SE137E	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học Tin học	2
SE138	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học Vật lý	2
SE139	Toán cơ sở cho Vật lý	3
SE140	Toán nâng cao cho Vật lý	2
SE141	Cơ học đại cương	4
SE142	Điện từ học: Lý thuyết và ứng dụng	4
SE143	Quang học đại cương	2
SE144	Thực tập Điện - Quang	2
SE145	Vật lý nguyên tử và hạt nhân đại cương	3
SE146	Lý luận dạy học Vật lý	2
SE147	Kỹ thuật điện Vật lý	2
SE148	Thực tập Kỹ thuật điện Vật lý	1
SE149	Kỹ thuật điện tử cơ bản	3
SE150	Thực tập kỹ thuật điện tử cơ bản	2
SE151	Cơ học lượng tử	4
SE152	Giáo dục STEM trong dạy học Vật lý	2
SE153	Vật lý y sinh	2
SE154	Khoa học vật liệu	2
SE155	Phương pháp nghiên cứu khoa học trong hóa học	2
SE156	Vật lý cho Hóa học	2
SE157	Cơ sở nhiệt động hóa học - Hóa keo	3
SE158	Hóa học vô cơ 1	3
SE159	Hóa học hữu cơ 1	3
SE160E	Lý luận dạy học Hóa học	2
SE161	Động học phản ứng và Điện hóa học	3
SE162	Hóa học vô cơ 2	3
SE163	Hóa học phân tích 1	3
SE164	Hóa học phân tích 2	3
SE165	Hóa học hữu cơ 2	3
SE166	Phổ nghiệm hữu cơ cơ bản	2
SE167	Tham quan thực tế Hóa học	1
SE168	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học Hóa học	2
SE169	Phát triển chương trình giáo dục Sinh học	2
SE170	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học Sinh học	2
SE171	Giáo dục STEM trong dạy học Sinh học	2
SE172	Phương pháp nghiên cứu khoa học xã hội	2
SE173	Địa lý đại cương	2
SE174	Hán Nôm cơ sở	2
SE175	Lịch sử Thế giới cổ trung đại	3
SE176	Lịch sử Thế giới cận đại	4
SE177	Lịch sử Thế giới hiện đại	4
SE178	Lịch sử Việt Nam cổ trung đại	4
SE179	Lịch sử Việt Nam cận đại	4
SE180	Lịch sử Việt Nam hiện đại	3
SE181	Nghiên cứu và giảng dạy lịch sử địa phương	2
SE182	Lý luận dạy học Lịch sử	2
SE183	Phát triển chương trình môn Lịch sử	2
SE184	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học lịch sử	2
SE185	Cải cách và đổi mới ở châu Á từ thế kỉ XIX đến XX	2
SE186	Lịch sử tư tưởng Việt Nam và thế giới	2
SE187	Nghệ thuật quân sự trong lịch sử Việt Nam	2
SE188	Giáo dục Địa lý theo định hướng phát triển bền vững	2
SE189	Thực hành kỹ năng giáo dục	2
SE190	Khí quyển và Thủy quyển	4
SE191	Thổ nhưỡng quyển và Sinh quyển	4
SE192	Phát triển chương trình Địa lý	2
SE193	Địa lý kinh tế - xã hội thế giới	3
SE194	Địa lý khu vực và quốc gia	3
SE195	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học Địa lý	2
SE196	Lịch sử đại cương	2
SE197	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học Khoa học tự nhiên	2
SE198	Lịch sử Thế giới	4
SE199	Lịch sử Thế giới trong chương trình THCS	2
SE200	Lịch sử Việt Nam	4
SE201	Lịch sử Việt Nam trong chương trình THCS	2
SE202	Phương pháp nghiên cứu khoa học Ngữ văn	2
SE203	Tổ chức hoạt động trải nghiệm và hướng nghiệp trong dạy học Ngữ văn	2
SE204	Ngữ pháp tiếng Việt	3
SE205	Văn bản và Ngữ pháp văn bản tiếng Việt	2
SE206	Ngữ nghĩa học tiếng Việt	2
SE207	Toán cơ bản	2
SE208	Tiếng Việt cơ bản	2
SE209	Phát triển chương trình Ngữ văn	2
SG001	Nhập môn Tâm lý học	3
SG002	Phương pháp học tập ở bậc đại học	2
SG003	Tổ chức hoạt động học tập	2
SG004	Tâm lý học giao tiếp	3
SG005	Sinh lý học thần kinh cấp cao	4
SG006	Tư vấn tâm lý học đường	2
SG007	Cơ - Nhiệt	4
SG008	Điện - Từ	3
SG009	Quang học - Sư phạm Khoa học tự nhiên	3
SG010	Hóa học cơ sở	3
SG011E	Quản lý hành chính Nhà nước và quản lý ngành GD&ĐT	2
SG012	Hóa vô cơ	3
SG013	Hóa hữu cơ	3
SG014	Hóa sinh	2
SG015	Sinh học tế bào	3
SG016	Sinh học cơ thể động vật	4
SG017	Sinh học cơ thể thực vật	4
SG018	Con người và sức khỏe	2
SG019	Toán cho Khoa học tự nhiên	2
SG020	Nhập môn lịch sử - địa lý	2
SG021	Cơ sở địa lý tự nhiên	3
SG022	Cơ sở địa lý kinh tế xã hội	3
SG029	Địa lý và lịch sử Đông Nam Á	2
SG030	Phương pháp dạy học Lịch sử - Địa lý	2
SG031	Đánh giá kết quả học tập Lịch sử - Địa lý	2
SG032	Thiết kế chương trình Lịch sử - Địa lý	2
SG033	Nguyên lý dạy học Lịch sử - Địa lý	2
SG034E	Ứng dụng công nghệ thông tin trong dạy học Lịch sử - Địa lý	2
SG035	Kỹ thuật dạy học Lịch sử - Địa lý	2
SG036	Tập giảng Lịch sử - Địa lý	2
SG037	Địa lý Việt Nam	3
SG038	Địa lý Thế giới	3
SG039	Thực tế ngoài trường Lịch sử - Địa lý	3
SG040E	Lịch sử và địa lý địa phương	2
SG041	Anh văn chuyên môn Lịch sử - Địa lý	2
SG042E	Chủ đề tích hợp Lịch sử - Địa lý ở trường THCS	2
SG043	Tổ chức hoạt động trải nghiệm Lịch sử - Địa lý	2
SG044	Ứng dụng GIS trong dạy học lịch sử - địa lý	2
SG045	Lịch sử văn minh	2
SG046	Biển đảo Việt Nam	2
SG047	Vật lý mô phỏng	2
SG048	Nhập môn công nghệ sinh học	2
SG049	Vi sinh học	2
SG050	Anh văn chuyên môn - Sư phạm Khoa học tự nhiên	2
SG051E	Trò chơi hình thành biểu tượng toán cho trẻ mầm non	2
SG052E	Tiếng Anh dành cho trẻ em mẫu giáo	2
SG053	Dàn dựng ca múa nhạc ở trường mầm non	2
SG054	Mỹ thuật ứng dụng ở trường mầm non	2
SG055E	Xây dựng môi trường tâm lý xã hội ở trường mầm non	2
SG056	Tổ chức hoạt động trải nghiệm ở trường mầm non	2
SG058	Tâm lý học trẻ em lứa tuổi mầm non	3
SG059	Giáo dục học mầm non	3
SG060	Giáo dục hòa nhập trong trường mầm non	2
SG061	Giáo dục sớm trong bối cảnh giáo dục mầm non	2
SG063	Phương pháp nghiên cứu khoa học giáo dục mầm non	2
SG064	Lý luận dạy học mầm non	2
SG065E	Vệ sinh và phòng bệnh trẻ em	2
SG066E	Dinh dưỡng trẻ em	2
SG067E	Sinh lý học trẻ em	2
SG068	Âm nhạc cơ bản	2
SG069	Nhạc cụ	2
SG070	Nghệ thuật múa cơ bản	2
SG071	Nghệ thuật tạo hình cơ bản	3
SG072	Văn học trẻ em	2
SG076	Phát triển chương trình giáo dục mầm non	2
